,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
1,9.635354058878828e-188,-5.991015604425427e-187,-3.3739210211841214e-187,-3.110640855413225e-188,-6.87112497667838e-190,-2.2414114736744893e-192,-2.8804999097140682e-193,-2.1533058721246504e-203,-1.0703326206511994e-219,-3.877339773463537e-236,-5.0556302297943096e-253,-5.34811099101926e-266,-1.1079645992037884e-279,-6.223533142470513e-294,0.0
2,9.102962695543232e-21,7.573586828965034e-21,5.015118204961324e-21,3.2734933195161295e-21,1.0426220682044482e-21,3.500293280375516e-22,1.1950407106801365e-22,4.6499911394018286e-24,-8.321909041191821e-29,1.2253336847395843e-31,4.444735097366675e-35,1.5520179581457693e-38,1.8993657158755044e-42,2.65103356739242e-45,0.0
3,427650.20697666454,419148.3333369202,410802.64854871633,386675.79050037777,349344.15852601384,315349.2863025911,284409.61556694447,150191.99096791339,74284.8579116002,21633.398726161406,4454.997246635217,-297.8074294505274,-256.58976138879916,-151.56165369414245,0.0
4,278764.07474697847,277958.3141405811,277151.38645853533,274723.9880484263,270658.54391409864,266572.34763048904,262469.79865389684,-2441.3263336948457,-20872.203958880524,-6063.6799281668245,-485.19438042551536,-520.1953718583659,-430.60308856765624,-305.942520297192,0.0
5,-73.19768378154626,-73.11174077888948,-73.02565534593299,-72.76654031779412,-72.33179421376579,-71.89339172695402,-71.24723261163571,-68.46589267024576,-63.59358082148545,-58.14492676220584,-52.07806293413037,-45.1465271584498,-36.88858951067405,-26.095462142750556,0.0
